n_dealers
NA
NA
NA
1
1
NA
1
NA
1
1
1
1
1
1
1
2
NA
1
2
1
2
1
1
NA
1
NA
1
1
NA
1
1
1
NA
NA
1
2
NA
1
1
NA
NA
1
NA
NA
1
1
NA
1
2
1
2
1
1
NA
1
1
NA
1
2
NA
NA
1
NA
1
NA
1
NA
1
1
NA
NA
1
NA
1
NA
NA
NA
1
1
NA
1
1
NA
NA
NA
NA
NA
NA
NA
1
NA
1
1
1
NA
1
NA
1
NA
2
1
1
NA
NA
NA
NA
1
NA
1
NA
NA
1
NA
NA
1
NA
1
NA
NA
NA
1
NA
NA
NA
NA
NA
NA
1
NA
1
NA
NA
1
1
1
NA
NA
NA
NA
NA
NA
NA
NA
NA
1
NA
NA
NA
1
NA
1
1
NA
NA
NA
NA
NA
NA
1
NA
NA
NA
NA
NA
1
NA
1
NA
NA
1
NA
1
NA
NA
1
NA
NA
NA
NA
NA
NA
NA
1
NA
NA
NA
1
1
NA
NA
NA
NA
NA
1
NA
NA
NA
NA
NA
1
NA
1
NA
NA
NA
1
1
1
NA
NA
1
NA
NA
NA
1
NA
1
NA
NA
1
NA
1
NA
1
NA
NA
1
NA
1
NA
NA
NA
NA
1
NA
NA
1
NA
1
1
NA
NA
1
NA
1
NA
1
1
NA
NA
1
NA
NA
NA
NA
1
1
NA
NA
1
2
1
1
1
1
NA
NA
NA
1
1
1
1
1
2
1
NA
1
NA
1
1
NA
1
NA
NA
NA
1
2
1
1
1
1
NA
NA
3
1
NA
1
NA
3
NA
NA
NA
NA
NA
1
NA
1
NA
4
NA
NA
1
1
NA
NA
NA
1
1
NA
NA
NA
NA
1
NA
NA
1
1
NA
NA
1
1
1
NA
NA
1
NA
1
1
1
1
1
1
NA
1
2
1
NA
NA
NA
1
NA
1
1
1
1
NA
1
1
NA
1
NA
1
1
1
NA
1
1
NA
NA
NA
NA
1
1
NA
